,QCode,SolutionID,timeago,UserID,Status,TimeTaken,MemTaken,SolutionUrl,Solutions
307,BUYING2,S4372453,11:57 AM 24/07/14,/users/ptjoker95,accepted,0.01,5.7M,/viewplaintext/4372453,"
import math

for i in range(int(input())):
    [N, X] = [ int(x) for x in input().split() ]
    A = [ int(x) for x in input().split(' ') ]
    sumA = sum(A)
    adequate = True

    wantToBuy = math.floor( sumA / X )

    for a in A:
        if( wantToBuy == math.floor((sumA - a)/X) ):
            adequate = False
            break

    if( adequate ):
        print( wantToBuy )
    else:
        print( '-1' )


"
308,BUYING2,S4409822,08:21 PM 31/07/14,/users/caprico,accepted,0.01,5.6M,/viewplaintext/4409822,"
T = int(input())
ans = []
for i in range(0, T):
    nx = input().split()
    N = int(nx[0])
    X = int(nx[1])

    notes = input().split()
    notes = [int(p) for p in notes]
    notes.sort()

    notesum = 0;

    for k in notes:
        notesum += k

    if ((notesum %  X) >= notes[0]):
        ans.append(-1)
    else:
        ans.append(int(notesum / X))

for k in range(0, len(ans)):
    print(ans[k])


"
309,BUYING2,S4583123,05:14 PM 20/08/14,/users/vampire421,accepted,0.01,5.6M,/viewplaintext/4583123,"
n=int(input())
for i in range(n):
    a,b=input().split()
    a=int(a)
    b=int(b)
    ref=[]
    sum=0
    d=input().split()
    for j in d:
        j=int(j)
        if j < b:
            ref.append(j)
        sum+=j
    ans=sum//b
    r=sum%b
    flag=0
    for k in ref:
        if k<=r:
            flag=1
    if flag==0:
        print(ans)
    else:
        print(""-1"")

"
310,BUYING2,S4897819,12:04 PM 26/09/14,/users/gurav,accepted,0.01,5.6M,/viewplaintext/4897819,"
import sys

ip = int(input())

for i in range(ip):

    (N,X) = map(int, sys.stdin.readline().split())
    li = sorted(list(map(int, sys.stdin.readline().split("" ""))))

    s = sum(li)

    t1 = int(s/X)
    t2 = t1*X

    if (t2>(s-li[0])):
        print(t1)
    else:
        print('-1')

"
311,BWKNIGHT,S5054154,06:21 PM 08/10/14,/users/swagath_sr,accepted,0.13,8.5M,/viewplaintext/5054154,"
test_cases=int(input())
for i in range (test_cases):
  n,m=input().split()
  m=int(m)
  n=int(n)
  if(m>n):
    n,m=m,n
  if(m==1 or n==1):
    print(n*(n-1))
  else:
    out=(n*m)*(n*m-1)-4*((n-1)*(m-2)+(n-2)*(m-1))
    print(out)




"
312,BWKNIGHT,S5480591,09:53 PM 02/12/14,/users/code_lust,accepted,0.12,8.5M,/viewplaintext/5480591,"
testcases = int(input())
for i in range(testcases):
    cols,rows = input().split()
    cols = int(cols)
    rows = int(rows)
    if(cols<rows):
        cols,rows = rows,cols
    if(cols==1 or rows==1):
        output = cols*(cols-1)
    else:
        output = ((cols*rows)*(cols*rows-1))-2*(2*(rows-1)*(cols-2)+2*(rows-2)*(cols-1))
    print(output)


"
313,BWKNIGHT,S6297839,07:55 PM 16/02/15,/users/neeladree,accepted,0.12,8.5M,/viewplaintext/6297839,"
testcases = int(input())
for i in range(testcases):
    n, m = input().split()
    n = int(n)
    m = int(m)
    # we always take n as the greater one
    if(n < m):
        n, m = m, n
    if(n==1 or m == 1):
        print(n*(n-1))
    else :
        out = (n*m)*(n*m-1) - 4*((n-2)*(m-1) + (n-1)*(m-2))
        print(out)


"
314,BWKNIGHT,S6553468,05:14 PM 20/03/15,/users/shashank_kgp,accepted,0.10,8.5M,/viewplaintext/6553468,"
def main():
  t=int(input())
  i=0
  while i<t:
    i += 1
    arr = input().split()
    a=int(arr[0])
    b=int(arr[1])
    if a==1:
      print(b*(b-1))
    else:
      if b==1:
        print(a*(a-1))
      else:
        print((a*a*b*b)-((3*a-4)*(3*b-4)))
main()

"
315,BWKNIGHT,S8204274,09:40 PM 19/09/15,/users/gbakradze,accepted,0.12,8.5M,/viewplaintext/8204274,"
t = int(input())

while t != 0:

    n, m = input().split()
    n = int(n)
    m = int(m)

    if(n < m):
        n, m = m, n

    if(n==1 or m == 1):
        print(n*(n-1))

    else:
        out = (n*m)*(n*m-1) - 4*((n-2)*(m-1) + (n-1)*(m-2))
        print(out)

    t = t - 1

"
316,BWKNIGHT,S8560073,01:34 PM 16/10/15,/users/admin_123,accepted,0.11,8.5M,/viewplaintext/8560073,"
t=int(input())
for i in range(t):
    n,m = input().split()
    n= int (n)
    m= int (m)
    # we always take n as integer
    if(n<m):
        n,m=m,n  #swap
    if (n==1 or m==1):
        print(n*(n-1))
    else:
        print((n*m)*(n*m-1) - 4*(n-2)*(m-1) - 4*(n-1)*(m-2))


"
317,CAOS1,S10750837,08:53 AM 08/07/16,/users/zzkzkkzzkz,accepted,0.26,8.5M,/viewplaintext/10750837,"
T=int(input())



for i in range(T):
    R,C=[int(x) for x in input().split()]


    M=[[1 for x in range(C)] for y in range(R)]

    for j in range(R):
        row= list(input())
        for k in range(C):
            if row[k]==""#"":
                M[j][k]=0
                try:
                    M[j-1][k] = 0
                except:
                    pass
                try:
                    M[j - 2][k] = 0
                except:
                    pass
                try:
                    M[j + 1][k] = 0
                except:
                    pass
                try:
                    M[j + 2][k] = 0
                except:
                    pass
                try:
                    M[j][k-1] = 0
                except:
                    pass
                try:
                    M[j][k-2] = 0
                except:
                    pass
                try:
                    M[j][k+1] = 0
                except:
                    pass
                try:
                    M[j][k+2] = 0
                except:
                    pass
    count=0
    if min(R, C) < 5:
        print(count)
        continue
    for j in range(2,R-2):
        for k in range(2,C-2):
            if M[j][k]==1:
                count+=1
    print(count)









"
318,CAOS1,S9906520,07:27 AM 11/04/16,/users/gabbek,accepted,0.24,8.5M,/viewplaintext/9906520,"
def check_tile(game_map, row, column):
    l_r, l_c = len(game_map), len(game_map[0])
    positions = ((0, 1), (0, -1), (-1, 0), (1, 0))
    for i in range(1, 2 + 1):
        for position in positions:
            c = column + position[0] * i
            r = row + position[1] * i
            if not game_map[r][c] == '^':
                return False
    return True

t = int(input())
for _ in range(t):
    r, c = (int(x) for x in input().split())
    game_map = []
    for _ in range(r):
        game_map.append(list(input()))
    count = 0
    for i in range(2, r - 2):
        for j in range(2, c - 2):
            if game_map[i][j] == '^' and check_tile(game_map, i, j):
                count += 1
    print(count)


"
319,CARVANS,S10091666,02:17 PM 15/05/16,/users/shahbaj007,accepted,0.23,8.5M,/viewplaintext/10091666,"
T = int(input())
for _ in range(T):
    count = 1
    n = int(input())
    arr = list(map(int,input().split()))
    for i in range(1,n):
        if arr[i] <= arr[i-1]:
            count += 1
        else:
            arr[i] = arr[i-1]
    print(count)


"
320,CARVANS,S10154478,03:31 PM 24/05/16,/users/aravindkp,accepted,0.34,8.5M,/viewplaintext/10154478,"
for _ in range(int(input())):
    n = int(input())
    l = list(map(int,input().split()))
    c = 1
    for i in range(1,len(l)):
        s = min(l[i-1],l[i])
        if s == l[i]:
            c += 1
        else:
            l[i] = s
    print(c)


"
321,CARVANS,S10169666,03:57 PM 27/05/16,/users/p0ng5ak0rn,accepted,0.19,8.5M,/viewplaintext/10169666,"
for test in range(int(input())):
    n = int(input())
    cars = map(int, input().split())
    current_speed = next(cars)
    count = 1 if current_speed else 0
    for car in cars:
        if car <= current_speed:
            count += 1
            current_speed = car

    print(count)


"
322,CARVANS,S10238164,05:08 PM 30/05/16,/users/gautam20197,accepted,0.24,8.5M,/viewplaintext/10238164,"
def main():
  testCases = int(input())
  results = []
  for i in range(testCases):
    total = int(input())
    speeds = input().split()
    answer = 0
    prev = 0
    for i in range(total):
      if(i==0):
        prev = int(speeds[0])
        answer+=1
      else:
        if(int(speeds[i])<=prev):
          answer+=1
          prev = int(speeds[i])
    results.append(answer)
  for i in results:
    print(i)


main()

"
323,CARVANS,S10400384,12:43 AM 09/06/16,/users/nik2906,accepted,0.25,8.5M,/viewplaintext/10400384,"
t=int(input())
for t0 in range(t):
    n=int(input())
    ct=1
    li=[int(i) for i in input().strip().split(' ')]
    for i in range(n-1):
        if li[i]>=li[i+1]:
            ct+=1
        else:
            li[i+1]=li[i]
    print(ct)


"
324,CARVANS,S10528055,01:40 PM 18/06/16,/users/elric_97,accepted,0.24,8.5M,/viewplaintext/10528055,"
t=int(input())

while t>0:
    n=int(input())
    d=list(map(int,input().split()))
    x=1
    if n==1:
        print(1)
    else:
        for i in range(n-1):
            if d[i]>=d[i+1]:
                x += 1
            else:
                d[i+1]=d[i]
        print(x)
    t -= 1


"
325,CARVANS,S10571203,11:13 PM 21/06/16,/users/dvulakh,accepted,0.25,8.5M,/viewplaintext/10571203,"
for i in range(int(input())):
    input()
    s, c = [int(x) for x in input().split()], 1
    for j in range(1, len(s)):
        if s[j] > s[j - 1]: s[j] = s[j - 1]
        else: c += 1
    print(c)

"
326,CARVANS,S10610310,11:37 PM 25/06/16,/users/gauravb8,accepted,0.20,8.5M,/viewplaintext/10610310,"
from sys import stdin
t=int(stdin.readline())
while t>0:
    n=int(stdin.readline())
    A=list(map(int,stdin.readline().split()))
    bNeck,cars=A[0],1
    for i in range(1,n):
        if A[i]<bNeck:
            bNeck=A[i]
            cars+=1
    print(cars)
    t-=1



"
327,CARVANS,S10642346,11:52 PM 29/06/16,/users/manmeet_tarun,accepted,0.22,8.5M,/viewplaintext/10642346,"
for i in range(int(input())):
    n=int(input())
    l=list(map(int,input().split()))
    c=1
    for j in range(1,n):
        if(l[j]<=l[j-1]):
            c+=1
        else:
            l[j]=l[j-1]
    print (c)

"
328,CARVANS,S10703297,12:29 PM 04/07/16,/users/debanjan_97,accepted,0.21,8.5M,/viewplaintext/10703297,"
t = int(input())
for _ in range(t):
  n= int(input())
  speed = list(map(int, input().split()))
  c=1
  mini = speed[0]
  for i in range(1, n):
    if speed[i] < mini:
      c=c+1
      mini= speed[i]
  print(c)


"
329,CARVANS,S10821749,06:23 PM 14/07/16,/users/tammu,accepted,0.32,8.5M,/viewplaintext/10821749,"
import sys
arr=[]
t=int(input())
while(t):
    sum=0
    a=int(input())
    s=input().split()
    for i in range (0,a):
        arr.append(int(s[i]))
    for i in range (1,a):
        if(arr[i-1]<arr[i]):
            sum+=1
            arr[i]=arr[i-1]

    print(a-sum)
    arr.clear()
    t-=1


"
330,CARVANS,S10831213,02:16 AM 16/07/16,/users/abhi123_,accepted,0.31,8.5M,/viewplaintext/10831213,"
import sys
t=int(sys.stdin.readline())
while t!=0:
    n=int(sys.stdin.readline())
    a=list(map(int,sys.stdin.readline().split()))
    c=1
    x=a[0]
    for i in range(1,n):
        k=min(x,a[i])
        if a[i]==k:
            c+=1
            x=k
    print(c)
    t-=1



"
331,CARVANS,S10862926,12:17 AM 21/07/16,/users/timekeeper,accepted,0.25,8.5M,/viewplaintext/10862926,"
n=int(input())

while n>0:
    k=int(input())
    l=[int(i) for i in input().split()]

    count=0
    for i in range(1,len(l)):
        if l[i]<=l[i-1]:
            count=count+1
        else:
            l[i]=l[i-1]

    print(count+1)
    n=n-1


"
332,CARVANS,S10906922,11:34 PM 25/07/16,/users/bhawna_chhetri,accepted,0.24,8.5M,/viewplaintext/10906922,"
for i in range(int(input())):
        n=int(input())
        m=[int(i) for i in input().split()]
        ctr=1
        a=m[0]
        for j in range(1,n):
                if a>m[j]:
                        ctr+=1
                        a=m[j]
        print(ctr)


"
333,CARVANS,S2234088,11:53 PM 11/06/13,/users/parag1,accepted,0.18,8.5M,/viewplaintext/2234088,"
t=int(input())
for i in range(t):
    n=int(input())
    a=input().split()
    count=1
    for j in range(n-1):
        if a[j+1]>a[j]:
            a[j+1]=a[j]
        else:
            count+=1
    print(count)

"
334,CARVANS,S2300648,08:27 PM 28/06/13,/users/phoenix9527,accepted,0.18,10.3M,/viewplaintext/2300648,"
import os
import sys
import collections
import math
from fractions import gcd
import string

__DEBUG__ = 0


def read_int():
    return int(input())
    #return int(sys.stdin.buffer.readline())

def read_ints():
    return list(map(   int,input().split()  ))
    #return list(map(   int,sys.stdin.buffer.readline().split()  ))

def read_split_ints():
    return list(map(int,list(input())))


def read_float():
    return float(input())

def debug(*args):
    if __DEBUG__:
        print(""[DEBUG]: "", *args)



def sort_min_x_max_y(point):
    return (point[0], -1 * point[1] )
def calc_dis(pre,cur):
    return math.sqrt( math.pow(pre[0]-cur[0],2) + math.pow(pre[1]-cur[1],2))


def proc_case():


    N = read_int()
    speed = read_ints()

    min_speed = speed[0]
    num = 1
    for i in range(1,N):
        if speed[i] <= min_speed :
            min_speed = speed[i]
            num += 1
    return num

def main2():
    N = read_int()

def main():


    T = read_int()
    debug(""T "",T)

    for i in range(T):
        ans = proc_case();
        print(ans)


if __name__ == ""__main__"":
    main()


"
335,CARVANS,S2690333,08:12 PM 20/09/13,/users/pv3633,accepted,0.15,8.5M,/viewplaintext/2690333,"
import sys
def f():
  N = int(sys.stdin.readline())
  A = sys.stdin.readline().split()[:N]
  m = None
  r = 1
  for a in map(int,A):
    if m is None:
      m = a
      continue
    if a <= m:
      r += 1
      m = a
  return r
def main():
  T = int(sys.stdin.readline())
  while T >0:
    print(f())
    T-=1
main()


"
336,CARVANS,S4281721,02:46 AM 10/07/14,/users/ha13123007,accepted,0.18,8.5M,/viewplaintext/4281721,"
t=int(input())
for i in range(t):
    n=int(input())
    a=input().split()
    count=1
    for j in range(n-1):
        if a[j+1]>a[j]:
            a[j+1]=a[j]
        else:
            count+=1
    print(count)

"
337,CARVANS,S4281729,02:46 AM 10/07/14,/users/ha13123007,accepted,0.18,8.5M,/viewplaintext/4281729,"
j = int(input())
for t in range(j):
    n = int(input())
    speed = input().split()
    ans = 1
    for i in range(n-1):
        if(speed[i+1]>speed[i]):
            speed[i+1] = speed[i]
        else:
            ans += 1
    print(ans)

"
338,CARVANS,S4691522,01:07 PM 02/09/14,/users/huynhlv54,accepted,0.20,8.5M,/viewplaintext/4691522,"
tests = int(input())
for _ in range(tests):
    ncars = int(input())
    speeds = [int (speed) for speed in input().split()]

    speed_limit = speeds[0]
    ncars_max_speed = 1

    for speed in speeds[1:]:
        if speed <= speed_limit:
            ncars_max_speed += 1
            speed_limit = speed
    print(ncars_max_speed)

"
339,CARVANS,S4778661,11:54 PM 09/09/14,/users/punty,accepted,0.12,8.5M,/viewplaintext/4778661,"
import sys
n = int(sys.stdin.readline())

while n:
    numcar = int(sys.stdin.readline())
    cars = list(sys.stdin.readline().split())
    total = 0
    current = cars[0]
    for i in cars:
        if current >= i :
            total += 1
            current = i
    print(total)
    n -= 1

"
340,CARVANS,S4890315,05:12 PM 24/09/14,/users/gurav,accepted,0.19,8.5M,/viewplaintext/4890315,"
ip = int(input())

for i in range(ip):
    a = int(input())
    li = input().split()

    count =1

    for i in range (a-1):
        if(li[i+1]>li[i]):
            li[i+1] = li[i]
        else:
            count+=1
    print (count)

"
341,CARVANS,S5136757,12:40 AM 13/10/14,/users/cyberguy,accepted,0.15,8.5M,/viewplaintext/5136757,"
import sys

def process(N,S):
  C = 0
  c = S[0]+1
  for s in S:
    if c>s:
      c = s
      C += 1
  return C

def main():
  t = int(sys.stdin.readline())
  for _ in range(t):
    n = int(sys.stdin.readline())
    s = [int(x) for x in sys.stdin.readline().split()]
    print(process(n,s))

if __name__==""__main__"":
  main()

"
342,CARVANS,S6822653,02:49 PM 27/04/15,/users/itsdennian,accepted,0.35,8.5M,/viewplaintext/6822653,"

t=int(input())
while t > 0:
    t-=1
    n=int(input())
    s=input().split()

    for x in range(n):
        s[x]=int(s[x])
        count=1
    for x in range(1,n):
        if s[x-1] < s[x]:
            s[x]=s[x-1]
        elif s[x-1]>= s[x]:
            count+=1

    print(count)

"
343,CARVANS,S6832746,01:42 AM 02/05/15,/users/sindhya,accepted,0.20,8.5M,/viewplaintext/6832746,"
#!/usr/bin/py
# Head ends here
import math
import sys
def count (my_list, M):
    speed_so_far = int( my_list.pop(0))
    result = 1

    for each_item in my_list :
        if int(each_item) < speed_so_far :
            speed_so_far = int(each_item)
            result = result + 1

    print (str(result))


TT = int (input().strip())
for num in range(TT):
          N = input().strip()
          N = int (N)
          my_list = input().strip().split("" "")
          count (my_list,N)






"
344,CARVANS,S7237557,06:02 PM 16/06/15,/users/raunak9994,accepted,0.20,8.5M,/viewplaintext/7237557,"
import math
t = int( input() )

for i in range(t):
  no_of_cars = int( input() )
  cars = list ( map ( int, input().split() ) )
  # print (cars)
  speed = cars[0]
  count = 1
  for j in range(1 , no_of_cars):
    if (cars[j] < speed):
      speed = cars[j]
      count = count + 1
  print (count)

"
345,CARVANS,S7250978,07:01 PM 19/06/15,/users/abhilash_2,accepted,0.25,8.5M,/viewplaintext/7250978,"
n=int(input())
while n:
  car=int(input())
  cars=list(map(int,input().split()))
  #print(cars)
  speed=cars[0]
  count=int(1)

  for i in range(1,car):
    if(cars[i]<cars[i-1]):
      count = count+1
      #print(cars[i])
    else:
      cars[i]=cars[i-1]

  print(count)
  n=n-1



"
346,CARVANS,S7478859,11:55 AM 14/07/15,/users/dmishra72,accepted,0.23,8.5M,/viewplaintext/7478859,"
t = int(input())
for x in range(t):
  n = int(input())
  cars = list(map(int,input().split()))
  slow = 0
  for i in range(1,n):
    if(cars[i]>cars[i-1]):
      cars[i] = cars[i-1]
      slow +=1
  print(n-slow)

"
347,CARVANS,S7562712,06:43 PM 26/07/15,/users/shubham0420,accepted,0.20,8.5M,/viewplaintext/7562712,"
import math
t = int( input() )
cars=[]
for i in range(t):
    no_of_cars = int( input() )
##    for j in range(no_of_cars):
##        b= int(input())
##        cars.append(b)
    cars = list ( map ( int, input().split() ) )
    speed = cars[0]
    count = 1
    for j in range(1 , no_of_cars):
        if (cars[j] < speed):
            speed = cars[j]
            count = count + 1
    print (count)


"
348,CARVANS,S7562721,06:44 PM 26/07/15,/users/shubham0420,accepted,0.20,8.5M,/viewplaintext/7562721,"
import math
t= int(input())
speed=list()
for x in range(t):
    count=1
    tot=int(input())
    speed = list ( map ( int, input().split() ) )
##    for i in range(tot):
##        b= int(input())
##        speed.append(b)
    vel =speed[0]
    for i in range(1,tot):
        if(speed[i]<vel):
            count+=1
            vel=speed[i]
    print(count)


"
349,CARVANS,S7562735,06:48 PM 26/07/15,/users/shubham0420,accepted,0.25,8.5M,/viewplaintext/7562735,"
import math
t= int(input())
speed=list()
for x in range(t):
    count=1
    tot=int(input())
    speed = list ( map ( int, input().split() ) )
##    for i in range(tot):
##        b= int(input())
##        speed.append(b)
    vel =speed[0]
    for i in range(1,tot):
        if(speed[i]<speed[i-1]):
            count+=1
        else:
            speed[i]=speed[i-1]
    print(count)


"
350,CARVANS,S7562742,06:49 PM 26/07/15,/users/shubham0420,accepted,0.23,8.5M,/viewplaintext/7562742,"
import math
t= int(input())
for x in range(t):
    count=1
    tot=int(input())
    speed = list ( map ( int, input().split() ) )
##    for i in range(tot):
##        b= int(input())
##        speed.append(b)
    for i in range(1,tot):
        if(speed[i]<speed[i-1]):
            count+=1
        else:
            speed[i]=speed[i-1]
    print(count)


"
351,CARVANS,S7986405,05:42 PM 02/09/15,/users/jayashri_24,accepted,0.31,8.5M,/viewplaintext/7986405,"
t = int(input())
prev = None
a = []
b = []
for i in range(t):
    n = int(input())
    a = list(map(int,input().split()))
    a.reverse()
    prev = int(a.pop())
    result = 1
    while a:
        x = int(a.pop())
        if prev >= x :
            result = result + 1
            prev = x
    b.append(int(result))
for item in b:
    print(item)

"
352,CARVANS,S8279112,06:21 PM 29/09/15,/users/kshitijqwerty,accepted,0.26,8.5M,/viewplaintext/8279112,"
t=int(input())
for i in range(t):
    x=int(input())
    n=list(map(int,input().split()))
    k=1
    for i in range(x-1):
        if(n[i]<n[i+1]):
            n[i+1]=n[i]
        else:
            k+=1
    print(k)

"
353,CARVANS,S8292627,10:23 PM 01/10/15,/users/anuragmk,accepted,0.24,8.5M,/viewplaintext/8292627,"
t=int(input())
while t:
  t-=1
  n=int(input())
  mxspeed=list(map(int,input().split()))
  count=1
  for i in range(1,len(mxspeed)):
    if mxspeed[i]>mxspeed[i-1]:
      mxspeed[i]=mxspeed[i-1]
    else:
      count+=1
  print(count)

"
354,CARVANS,S8798777,11:12 PM 16/11/15,/users/nonsaunders,accepted,0.19,8.5M,/viewplaintext/8798777,"
def maxspeeds(A):
    maxspeedcount=1
    for i in range(1,len(A)):
        if A[i]>A[i-1]:
            A[i]=A[i-1]
        else:
            maxspeedcount+=1
    print (maxspeedcount)
for tests in range(int(input())):
    n=input()
    maxspeeds([int(i) for i in input().split()])


"
355,CARVANS,S8983498,07:17 AM 20/12/15,/users/raghav_7796,accepted,0.24,8.5M,/viewplaintext/8983498,"
t = int(input())
while t:
    n = int(input())
    l = list(map(int, input().split()))
    count = 1
    for i in range(1, n):
        if l[i] <= l[i-1]:
            count += 1
        else: l[i] = l[i-1]
    print(count)
    t -= 1

"
356,CARVANS,S9049721,12:48 PM 01/01/16,/users/tacky_taco,accepted,0.18,8.5M,/viewplaintext/9049721,"
T = int(input())
o = []

for i in range (T):
    N = int(input())
    counter = 0
    cars = list(map(int,input().split()))
    fast = cars[0]
    for e in cars:
        if e <= fast:
            fast = e
            counter += 1
    o.append(counter)

for i in range (T):
    print (o[i])


"
357,CARVANS,S9050272,03:42 PM 01/01/16,/users/rithvikp,accepted,0.23,8.5M,/viewplaintext/9050272,"
for i in range(int(input())):
    n=int(input())
    sp=list(map(int,input().split()))
    count=1
    for j in range(n-1):
        if sp[(j+1)]<=sp[j]:
            count+=1
        else:
            sp[(j+1)]=sp[j]
    print(count)




"
358,CARVANS,S9162565,09:09 PM 11/01/16,/users/nikhilem,accepted,0.18,8.5M,/viewplaintext/9162565,"
t=int(input())
while t:
    t-=1
    n=int(input())
    x=list(map(int,input().split()))
    c=0
    mspeed=x[0]
    for i in x:
        if i<=mspeed:
            c+=1
            mspeed=i
    print(c)

"
359,CARVANS,S9185375,11:57 AM 17/01/16,/users/atuljha910,accepted,0.21,8.5M,/viewplaintext/9185375,"
t=int(input())
while(t):
    n=int(input())
    a=list(map(int,input().split()))
    count=0
    temp=a[0]
    for i in range(n):
        if temp>=a[i]:
            count+=1
            temp=a[i]
    print(count)
    t-=1



"
360,CARVANS,S9360073,02:29 PM 09/02/16,/users/akhil2095,accepted,0.21,8.5M,/viewplaintext/9360073,"
z=int(input())
k=1
while(k<=z):
    a=int(input())
    b=list(map(int,input().split()))
    c=0
    t=b[0]
    for i in range(len(b)):
        if t>=b[i]:
            t=b[i]
            c=c+1
    print(c)
    k=k+1


"
361,CARVANS,S9744297,05:41 PM 26/03/16,/users/animeshk08,accepted,0.22,8.5M,/viewplaintext/9744297,"
T=int(input())
for t in range(0,T):
  N=int(input())
  n=list(map(int,input().split()))
  ans=1
  curMaxPossible=n[0]
  for i in range(1,len(n)):
    if(n[i]<curMaxPossible):
      curMaxPossible=n[i]
      ans+=1
  print(ans)

"
362,CARVANS,S9913202,01:05 AM 12/04/16,/users/gabbek,accepted,0.20,8.5M,/viewplaintext/9913202,"
t = int(input())
for _ in range(t):
    _ = input()
    arr = [int(x) for x in input().split()]
    max_speed = arr[0]
    count = 1
    for val in arr[1:]:
        if val <= max_speed:
            count += 1
            max_speed = val
    print(count)


"
363,CARVANS,S9958646,02:52 AM 22/04/16,/users/martinb,accepted,0.20,8.5M,/viewplaintext/9958646,"
for test_case in range(int(input())):
    n = int(input())
    cars = [int(x) for x in input().split()]
    speed = cars[0]
    max_speed_cars = 0
    for car in cars:
        if car <= speed:
            max_speed_cars += 1
            speed = car
    print (max_speed_cars)

"
364,CARVANS,S9958652,02:56 AM 22/04/16,/users/martinb,accepted,0.20,8.5M,/viewplaintext/9958652,"
for test_case in range(int(input())):
    n = int(input())
    cars = tuple(int(x) for x in input().split())
    speed = cars[0]
    max_speed_cars = 0
    for car in cars:
        if car <= speed:
            max_speed_cars += 1
            speed = car
    print (max_speed_cars)

"
365,CARVANS,S9970659,05:29 PM 26/04/16,/users/meabhix,accepted,0.24,8.5M,/viewplaintext/9970659,"
for i in range(int(input())):
  n=int(input())
  s=[]
  count=1
  s=list(map(int,input().split()))
  for j in range(n-1):
    if s[j]>=s[j+1]:
      count+=1
    else:
      s[j+1]=s[j]
  print (count)

"
366,CARVANS,S9973437,10:06 PM 27/04/16,/users/atul04,accepted,0.23,8.5M,/viewplaintext/9973437,"
for t in range(int(input())):
    n=int(input())
    l=list(map(int,input().split()))
    count=1
    for i in range(1,n):
        if(l[i]<=l[i-1]):
            count+=1
        else:
            l[i]=l[i-1]
    print(count)



"
367,CFRTEST,S7019169,12:19 AM 25/05/15,/users/bholagabbar,accepted,3.68,8.5M,/viewplaintext/7019169,"
tc=eval(input())
for j in range(tc):
  n=eval(input())
  s=input().split(' ')
  a=set() #Keep adding elements to set and print the size in the end
  for i in range(n): a.add(eval(s[i]))
  print(len(a))

"
368,CFRTEST,S7023210,08:45 PM 25/05/15,/users/xmikro,accepted,0.49,8.5M,/viewplaintext/7023210,"
T = int(input())

for t in range(T):
  n = int(input())
  days = [ int(day) for day in input().split() ]

  saves = 0
  parties = { day: False for day in range(1,101)}
  for day in days:
    if parties[day] == False:
      parties[day] = True
      saves += 1

  print(saves)

"
369,CFRTEST,S7023335,09:16 PM 25/05/15,/users/mengshangqi,accepted,0.27,8.5M,/viewplaintext/7023335,"
t=int(input())
for c in range(t):
  n=int(input())
  a=list(map(int,input().split()))
  b=set(a)
  print(len(b))

"
370,CHEFARRP,S10070311,11:18 AM 13/05/16,/users/p0ng5ak0rn,accepted,0.02,8.5M,/viewplaintext/10070311,"
for t in range(int(input())):
    n = int(input())
    array = list(map(int, input().split()))
    count = 0
    for i in range(n):
        sum_ = 0
        product = 1
        j = i
        while j < n:
            sum_ = sum_ + array[j]
            product = product * array[j]
            if sum_ == product:
                count += 1
            j += 1
    print(count)

"
371,CHEFARRP,S10159289,07:44 PM 25/05/16,/users/vrana,accepted,0.02,8.5M,/viewplaintext/10159289,"
for _ in range(int(input())):
    N = int(input())
    A = list(map(int, input().split()))
    C = 0
    for i in range(N):
#        print(""i = "",i)
        Sum = 0
        Prod = 1
        for j in range(i,-1,-1):
#            print(""A[j]=A["",j,""] : "",A[j])
            Sum += A[j]
            Prod *= A[j]
#            print(""Sum updated to :"",Sum,"", Product updated to :"",Prod)
#        print(""Out of loop, Sum:"",Sum,"",Prod:"",Prod)
            if Sum == Prod:
                C += 1
#                print(""Count incremented to:"",C)
    print(C)

"
372,CHEFARRP,S10686132,05:55 AM 03/07/16,/users/steffin_rayen,accepted,0.02,8.5M,/viewplaintext/10686132,"
for t in range(int(input())):
  n=int(input())
  arr=[int(i) for i in input().split()]
  cnt=n
  for i in range(n-1):
    sumi=pro=arr[i]
    for j in range(i+1,n):
      sumi+=arr[j]
      pro*=arr[j]
      if sumi==pro:
        cnt+=1
  print(cnt)

"
373,CHEFARRP,S10694658,07:36 PM 03/07/16,/users/smitanad,accepted,0.02,8.5M,/viewplaintext/10694658,"
t=int(input())
for i in range(t):
     n=int(input())
     a=list(map(int,input().split()))
     count=0
     for i in range(n):
         s=1
         p=0
         for j in range(i,-1,-1):
             s*=a[j]
             p+=a[j]
             if s==p:
                count+=1
     print(count)

"
374,CHEFARRP,S10820570,02:38 PM 14/07/16,/users/giri_nitr,accepted,0.03,8.5M,/viewplaintext/10820570,"
def main():
  out = list()
  T = int(input())
  for i in range(T):
    n = int(input())
    A = [int(x) for x in input().split()]

    sum = [[0 for Y in range(n)] for X in range(n+1)]
    pro = [[1 for Y in range(n)] for X in range(n+1)]
    #is_val = [[0 for i in range(n)] for i in range(n)]
    for s in range(n):
      sum[1][s] = A[s]
      pro[1][s] = A[s]

    for l in range(2,n+1):
      for s in range(n-l+1):
        sum[l][s] = sum[l-1][s] + A[s+l-1]
        pro[l][s] = pro[l-1][s] * A[s+l-1]

    cnt = 0
    for l in range(n+1):
      for s in range(n):
        if sum[l][s] == pro[l][s]:
          cnt=cnt+1

    out.append(cnt)

  for i in out:
    print(i)

if __name__ == ""__main__"": main()

"
